True_depth(m),Y_dimension(mm),meas,Button,Button_raw
20.084796875,50.07,1.755521e-05,1.0,0.0
20.084772670361897,50.07,-3.559398e-06,1.0,0.0
20.084652532030358,50.07,-2.603352e-06,1.0,0.0
20.084522385571688,50.07,-1.999608e-06,1.0,0.0
20.08431907424114,50.07,-1.544176e-06,1.0,0.0
20.084100161964116,50.07,-1.192529e-06,1.0,0.0
20.08383751758574,50.07,-9.1939e-07,1.0,0.0
20.083528102140477,50.07,-7.105555e-07,1.0,0.0
20.08318445547238,50.07,-5.464244e-07,1.0,0.0
20.08280542863537,50.07,-4.209724e-07,1.0,0.0
20.082378369117837,50.07,-3.229216e-07,1.0,0.0
20.081962225513998,50.07,-2.456072e-07,1.0,0.0
20.081544559082985,50.07,-1.885201e-07,1.0,0.0
20.08111204570013,50.07,-1.439912e-07,1.0,0.0
20.08071954103608,50.07,-1.093867e-07,1.0,0.0
20.08027913726616,50.07,-8.275674e-08,1.0,0.0
20.079845463504945,50.07,-6.0405e-08,1.0,0.0
20.0794464439724,50.07,-4.554749e-08,1.0,0.0
20.079019218654157,50.07,-3.032619e-08,1.0,0.0
20.07862976031845,50.07,-1.995068e-08,1.0,0.0
20.078190455167103,50.07,-8.425559e-09,1.0,0.0
20.07780448283617,50.07,-8.58563e-10,1.0,0.0
20.07737419340556,50.07,1.833541e-09,1.0,0.0
20.076960484025197,50.07,2.168235e-08,1.0,0.0
20.07656523987023,50.07,4.237518e-08,1.0,0.0
20.076151302732605,50.07,3.9523e-08,1.0,0.0
20.075713301096258,50.07,3.508467e-08,1.0,0.0
20.07530415281061,50.07,3.488094e-08,1.0,0.0
20.07487953811364,50.07,5.713082e-08,1.0,0.0
20.074464432356077,50.07,7.514609e-08,1.0,0.0
20.07406682655798,50.07,7.130438e-08,1.0,0.0
20.07362670149526,50.07,7.593189e-08,1.0,0.0
20.073172552328288,50.07,1.184089e-07,1.0,0.0
20.072791564424435,50.07,2.212473e-07,1.0,0.0
20.07236488073547,50.07,2.396555e-07,1.0,0.0
20.071933134362627,50.07,1.658336e-07,1.0,0.0
20.071507828093644,50.07,1.179578e-07,1.0,0.0
20.071104018768494,50.07,1.483859e-07,1.0,0.0
20.07067688178197,50.07,1.555163e-07,1.0,0.0
20.07027113233401,50.07,1.169246e-07,1.0,0.0
20.0698457118176,50.07,1.609733e-07,1.0,0.0
20.069425342143138,50.07,1.552107e-07,1.0,0.0
20.06903677349895,50.07,1.221488e-07,1.0,0.0
20.068602680142053,50.07,1.113076e-07,1.0,0.0
20.06817712166001,50.07,9.701762e-08,1.0,0.0
20.067771576706978,50.07,1.059525e-07,1.0,0.0
20.067345867858208,50.07,1.128501e-07,1.0,0.0
20.06692562758088,50.07,1.169537e-07,1.0,0.0
20.066541260922133,50.07,1.083536e-07,1.0,0.0
20.06608968953299,50.07,1.088192e-07,1.0,0.0
20.065676690676185,50.07,9.834184e-08,1.0,0.0
20.06525517669671,50.07,1.137669e-07,1.0,0.0
20.06484085805429,50.07,1.060689e-07,1.0,0.0
20.06442558471054,50.07,9.489304e-08,1.0,0.0
20.06400455221889,50.07,9.140058e-08,1.0,0.0
20.063584003883925,50.07,9.592623e-08,1.0,0.0
20.063146845233728,50.07,9.531504e-08,1.0,0.0
20.06274569944169,50.07,9.714859e-08,1.0,0.0
20.062312733014533,50.07,9.176438e-08,1.0,0.0
20.06189691579949,50.07,9.596988e-08,1.0,0.0
20.061474233372667,50.07,9.022187e-08,1.0,0.0
20.061083482479283,50.07,8.671486e-08,1.0,0.0
20.060654972643064,50.07,9.052746e-08,1.0,0.0
20.06021643351926,50.07,6.692426e-08,1.0,0.0
20.059763700868785,50.07,5.654874e-08,1.0,0.0
20.059395709256915,50.07,4.697358e-08,1.0,0.0
20.0589686791218,50.07,4.895264e-08,1.0,0.0
20.058545696538623,50.07,4.401954e-08,1.0,0.0
20.05814219095958,50.07,4.848698e-08,1.0,0.0
20.05770874098383,50.07,5.371112e-08,1.0,0.0
20.057311056216747,50.07,4.832691e-08,1.0,0.0
20.05688923862238,50.07,5.269249e-08,1.0,0.0
20.056480093959586,50.07,5.056791e-08,1.0,0.0
20.056059623432244,50.07,6.340269e-08,1.0,0.0
20.055646133665707,50.07,5.608308e-08,1.0,0.0
20.055218357958783,50.07,6.289338e-08,1.0,0.0
20.05480556393299,50.07,5.691254e-08,1.0,0.0
20.05438948070616,50.07,6.136543e-08,1.0,0.0
20.053972958124877,50.07,6.76082e-08,1.0,0.0
20.05357488356168,50.07,5.430775e-08,1.0,0.0
20.053136098547306,50.07,5.397305e-08,1.0,0.0
20.052700542686804,50.07,5.400216e-08,1.0,0.0
20.05230309552208,50.07,6.302434e-08,1.0,0.0
20.0518559000785,50.07,5.411857e-08,1.0,0.0
20.05144268984165,50.07,5.844049e-08,1.0,0.0
20.051065798422727,50.07,5.414768e-08,1.0,0.0
20.050628186541147,50.07,4.010508e-08,1.0,0.0
20.050201585269317,50.07,4.438334e-08,1.0,0.0
20.04978427722143,50.07,4.882168e-08,1.0,0.0
20.04935154292802,50.07,4.714821e-08,1.0,0.0
20.04894904748699,50.07,4.353933e-08,1.0,0.0
20.048550485591512,50.07,4.93601e-08,1.0,0.0
20.04811425413833,50.07,5.216862e-08,1.0,0.0
20.047711915169582,50.07,4.809408e-08,1.0,0.0
20.04727129330232,50.07,4.447065e-08,1.0,0.0
20.046872000572392,50.07,4.752656e-08,1.0,0.0
20.04645567492099,50.07,4.652247e-08,1.0,0.0
20.046036193616636,50.07,6.027403e-08,1.0,0.0
20.04564290374499,50.07,4.879257e-08,1.0,0.0
20.045207556048467,50.07,4.055619e-08,1.0,0.0
20.044770435817288,50.07,3.322202e-08,1.0,0.0
20.044345024896742,50.07,3.042805e-08,1.0,0.0
20.043943189666063,50.07,3.387686e-08,1.0,0.0
20.043527072142087,50.07,3.897003e-08,1.0,0.0
20.043118924543133,50.07,3.364403e-08,1.0,0.0
20.04268083194309,50.07,3.521563e-08,1.0,0.0
20.042244349328865,50.07,3.757305e-08,1.0,0.0
20.04184951339954,50.07,3.972673e-08,1.0,0.0
20.041432926491677,50.07,3.464811e-08,1.0,0.0
20.04099286962965,50.07,3.485184e-08,1.0,0.0
20.04057510699695,50.07,3.154855e-08,1.0,0.0
20.040164791668047,50.07,3.726745e-08,1.0,0.0
20.039731685702545,50.07,3.525929e-08,1.0,0.0
20.039334466274244,50.07,3.972673e-08,1.0,0.0
20.038915482197343,50.07,7.864437e-07,1.0,0.0
20.03849654601145,50.07,6.405753e-08,1.0,0.0
20.038069413783976,50.07,5.567563e-08,1.0,0.0
20.037667826913054,50.07,6.220944e-08,1.0,0.0
20.037237554133544,50.07,4.934554e-08,1.0,0.0
20.036831343192368,50.07,4.473259e-08,1.0,0.0
20.03640979091734,50.07,4.423782e-08,1.0,0.0
20.03603609797306,50.07,4.10655e-08,1.0,0.0
20.035604267531472,50.07,4.281173e-08,1.0,0.0
20.03516476050573,50.07,3.908644e-08,1.0,0.0
20.034762678228283,50.07,4.620233e-08,1.0,0.0
20.03432637805013,50.07,3.444438e-08,1.0,0.0
20.03389666995449,50.07,4.413596e-08,1.0,0.0
20.033517590352268,50.07,3.34112e-08,1.0,0.0
20.03306309864614,50.07,4.404865e-08,1.0,0.0
20.03265379415492,50.07,3.636524e-08,1.0,0.0
20.032220101830337,50.07,4.426693e-08,1.0,0.0
20.031792465769747,50.07,3.768946e-08,1.0,0.0
20.0313924219212,50.07,4.137109e-08,1.0,0.0
20.03098847452956,50.07,4.180765e-08,1.0,0.0
20.030568359919087,50.07,4.020694e-08,1.0,0.0
20.030154445476256,50.07,4.137109e-08,1.0,0.0
20.0297333952029,50.07,3.595778e-08,1.0,0.0
20.02929619654921,50.07,3.49828e-08,1.0,0.0
20.028904815196,50.07,3.370224e-08,1.0,0.0
20.02849787323687,50.07,3.441528e-08,1.0,0.0
20.02806375310981,50.07,3.592868e-08,1.0,0.0
20.027631870985907,50.07,3.850437e-08,1.0,0.0
20.027231419291954,50.07,3.91301e-08,1.0,0.0
20.02679298270064,50.07,3.975583e-08,1.0,0.0
20.026388536999452,50.07,4.06144e-08,1.0,0.0
20.02598677795803,50.07,3.751484e-08,1.0,0.0
20.02555979205563,50.07,3.880996e-08,1.0,0.0
20.025121509519323,50.07,4.075991e-08,1.0,0.0
20.02472435588703,50.07,3.917376e-08,1.0,0.0
20.02428767669482,50.07,4.690082e-08,1.0,0.0
20.023857818060076,50.07,4.383037e-08,1.0,0.0
20.023477162152243,50.07,4.1764e-08,1.0,0.0
20.02304907584484,50.07,3.614696e-08,1.0,0.0
20.022610584158304,50.07,3.435707e-08,1.0,0.0
20.022165918974192,50.07,3.346941e-08,1.0,0.0
20.021774755958084,50.07,3.517198e-08,1.0,0.0
20.021346144154133,50.07,3.063178e-08,1.0,0.0
20.020928711829978,50.07,3.575406e-08,1.0,0.0
20.02051073493601,50.07,3.137393e-08,1.0,0.0
20.020104737799716,50.07,3.213063e-08,1.0,0.0
20.01968731944826,50.07,3.371679e-08,1.0,0.0
20.019253349282472,50.07,3.470632e-08,1.0,0.0
