True_depth(m),Y_dimension(mm),meas,Button,Button_raw
33.756128125,42.278,1.794312e-05,0.0,0.0
33.756128125,42.278,-3.521956e-06,0.0,0.0
33.756128011961,42.278,-2.575078e-06,0.0,0.0
33.755965490262554,42.278,-1.976165e-06,0.0,0.0
33.75577314878195,42.278,-1.524328e-06,0.0,0.0
33.75553960064749,42.278,-1.175446e-06,0.0,0.0
33.755276117628995,42.278,-9.025098e-07,0.0,0.0
33.75497727529169,42.278,-6.802002e-07,0.0,0.0
33.754622674333,42.278,-5.010806e-07,0.0,0.0
33.75423470774638,42.278,-3.674941e-07,0.0,0.0
33.75383634443239,42.278,-2.770103e-07,0.0,0.0
33.75340073523359,42.278,-2.008746e-07,0.0,0.0
33.75298750260188,42.278,-1.431035e-07,0.0,0.0
33.752572882134395,42.278,-1.114095e-07,0.0,0.0
33.75214033976308,42.278,-7.913332e-08,0.0,0.0
33.75172249204843,42.278,-4.752656e-08,0.0,0.0
33.75130990407816,42.278,-2.268644e-08,0.0,0.0
33.75090682713521,42.278,4.365575e-11,0.0,0.0
33.75047784278125,42.278,2.715387e-08,0.0,0.0
33.750052906459246,42.278,2.69938e-08,0.0,0.0
33.74964519705955,42.278,2.175511e-08,0.0,0.0
33.74924703458775,42.278,2.597517e-08,0.0,0.0
33.74883970719545,42.278,3.272726e-08,0.0,0.0
33.74840721566637,42.278,4.93892e-08,0.0,0.0
33.74799608822789,42.278,6.151095e-08,0.0,0.0
33.747570733248494,42.278,6.968912e-08,0.0,0.0
33.74714315986864,42.278,6.910705e-08,0.0,0.0
33.74673809353691,42.278,7.664494e-08,0.0,0.0
33.74634481654037,42.278,7.552444e-08,0.0,0.0
33.745918622572525,42.278,9.271025e-08,0.0,0.0
33.74548295253913,42.278,8.88831e-08,0.0,0.0
33.74505262245676,42.278,8.750067e-08,0.0,0.0
33.74465336814588,42.278,8.333882e-08,0.0,0.0
33.74422717711131,42.278,9.1939e-08,0.0,0.0
33.74380953664588,42.278,7.385097e-08,0.0,0.0
33.74339407645639,42.278,6.353366e-08,0.0,0.0
33.74295703543494,42.278,8.368806e-08,0.0,0.0
33.742531017476026,42.278,8.182542e-08,0.0,0.0
33.74213369786821,42.278,8.770439e-08,0.0,0.0
33.74171738908204,42.278,8.330971e-08,0.0,0.0
33.741301860767365,42.278,8.43138e-08,0.0,0.0
33.74088773424832,42.278,8.28295e-08,0.0,0.0
33.740450013410154,42.278,7.36909e-08,0.0,0.0
33.7400501498071,42.278,8.272764e-08,0.0,0.0
33.73961927437939,42.278,8.459028e-08,0.0,0.0
33.73920043940456,42.278,9.663927e-08,0.0,0.0
33.73878361618863,42.278,8.406641e-08,0.0,0.0
33.73839868870957,42.278,9.361247e-08,0.0,0.0
33.737960608792385,42.278,7.956987e-08,0.0,0.0
33.737535503110706,42.278,8.227653e-08,0.0,0.0
33.73710400774566,42.278,7.625204e-08,0.0,0.0
33.73671434364632,42.278,7.745984e-08,0.0,0.0
33.73628399850163,42.278,7.430208e-08,0.0,0.0
33.73586560189623,42.278,6.849586e-08,0.0,0.0
33.735466404149086,42.278,6.433402e-08,0.0,0.0
33.73503600541988,42.278,7.177005e-08,0.0,0.0
33.73458268527802,42.278,7.104245e-08,0.0,0.0
33.73418153102097,42.278,6.34318e-08,0.0,0.0
33.73375055666368,42.278,6.059418e-08,0.0,0.0
33.733342194870296,42.278,6.350456e-08,0.0,0.0
33.732942079844506,42.278,5.793117e-08,0.0,0.0
33.73250689731853,42.278,5.92845e-08,0.0,0.0
33.7321100631522,42.278,7.134804e-08,0.0,0.0
33.73168372553815,42.278,7.044582e-08,0.0,0.0
33.731265831520695,42.278,7.597555e-08,0.0,0.0
33.73084001269909,42.278,6.868504e-08,0.0,0.0
33.730415816698866,42.278,7.860945e-08,0.0,0.0
33.73000374285377,42.278,8.707866e-08,0.0,0.0
33.729587685050205,42.278,7.117342e-08,0.0,0.0
33.72916653156706,42.278,7.494236e-08,0.0,0.0
33.72874972929432,42.278,7.641211e-08,0.0,0.0
33.728341071459205,42.278,7.367635e-08,0.0,0.0
33.72793830273082,42.278,5.825132e-08,0.0,0.0
33.7275052060171,42.278,4.976755e-08,0.0,0.0
33.7270798802035,42.278,5.061156e-08,0.0,0.0
33.726688849434865,42.278,5.238689e-08,0.0,0.0
33.72627510525644,42.278,5.614129e-08,0.0,0.0
33.725852182234895,42.278,6.769551e-08,0.0,0.0
33.725422824149284,42.278,7.363269e-08,0.0,0.0
33.72502718710995,42.278,7.454946e-08,0.0,0.0
33.72459103396979,42.278,7.856579e-08,0.0,0.0
33.72416675526262,42.278,7.978815e-08,0.0,0.0
33.72373788742355,42.278,8.43138e-08,0.0,0.0
33.72331885817762,42.278,8.422649e-08,0.0,0.0
33.722918678097486,42.278,8.281495e-08,0.0,0.0
33.72246560881984,42.278,7.926428e-08,0.0,0.0
33.72206987728542,42.278,7.999188e-08,0.0,0.0
33.72163189669227,42.278,8.194183e-08,0.0,0.0
33.721239705065145,42.278,8.918869e-08,0.0,0.0
33.720818838918774,42.278,9.46311e-08,0.0,0.0
33.72039195283321,42.278,9.246287e-08,0.0,0.0
33.71999066805691,42.278,8.525967e-08,0.0,0.0
33.71955465266105,42.278,7.763447e-08,0.0,0.0
33.71915551686341,42.278,6.976188e-08,0.0,0.0
33.718735287489984,42.278,6.922346e-08,0.0,0.0
33.71831663119185,42.278,7.264316e-08,0.0,0.0
33.71792197844475,42.278,8.130155e-08,0.0,0.0
33.717493030953975,42.278,8.390634e-08,0.0,0.0
33.71705460552642,42.278,8.517236e-08,0.0,0.0
33.7166208435626,42.278,7.679046e-08,0.0,0.0
33.71620246527234,42.278,8.202915e-08,0.0,0.0
33.71582808024779,42.278,8.284405e-08,0.0,0.0
33.71540079539171,42.278,7.978815e-08,0.0,0.0
33.71496226440156,42.278,8.459028e-08,0.0,0.0
33.71453871731511,42.278,8.010829e-08,0.0,0.0
33.71414436213111,42.278,8.042844e-08,0.0,0.0
33.71371779591917,42.278,7.449125e-08,0.0,0.0
33.71328448969118,42.278,8.197094e-08,0.0,0.0
33.7128717850084,42.278,7.187191e-08,0.0,0.0
33.71243898438782,42.278,7.609196e-08,0.0,0.0
33.712041110878445,42.278,7.633935e-08,0.0,0.0
33.711604194540634,42.278,7.322524e-08,0.0,0.0
33.711183458041205,42.278,7.741619e-08,0.0,0.0
33.71076226371445,42.278,7.089693e-08,0.0,0.0
33.71035311567043,42.278,7.874041e-08,0.0,0.0
33.70995069068771,42.278,7.842027e-08,0.0,0.0
33.709528967294375,42.278,8.211646e-08,0.0,0.0
33.70909953941944,42.278,8.352799e-08,0.0,0.0
33.70870528246831,42.278,7.808558e-08,0.0,0.0
33.708301000723125,42.278,8.544885e-08,0.0,0.0
33.70788236538272,42.278,7.981726e-08,0.0,0.0
33.707462619906195,42.278,8.20437e-08,0.0,0.0
33.707049653409314,42.278,6.919436e-08,0.0,0.0
33.706595319870125,42.278,6.693881e-08,0.0,0.0
33.70619167450995,42.278,7.150811e-08,0.0,0.0
33.70577494387451,42.278,6.642949e-08,0.0,0.0
33.70535629342491,42.278,5.881884e-08,0.0,0.0
33.70495172165875,42.278,5.326001e-08,0.0,0.0
33.70452554961146,42.278,6.180198e-08,0.0,0.0
33.70408956499929,42.278,6.827759e-08,0.0,0.0
33.703664098655594,42.278,4.793401e-08,0.0,0.0
33.703237255935704,42.278,4.773028e-08,0.0,0.0
33.702854259559984,42.278,4.285539e-08,0.0,0.0
33.702419709353684,42.278,4.598405e-08,0.0,0.0
33.701998586710026,42.278,4.371395e-08,0.0,0.0
33.701563331872066,42.278,4.124013e-08,0.0,0.0
33.70117194131982,42.278,4.86616e-08,0.0,0.0
33.700743433928814,42.278,4.435424e-08,0.0,0.0
33.70033258557256,42.278,4.477624e-08,0.0,0.0
33.69992204891623,42.278,3.831519e-08,0.0,0.0
33.69950460115088,42.278,3.904279e-08,0.0,0.0
33.69907811316622,42.278,5.413312e-08,0.0,0.0
33.69868253177797,42.278,5.819311e-08,0.0,0.0
33.698256553096655,42.278,6.500341e-08,0.0,0.0
33.69783770722217,42.278,7.376366e-08,0.0,0.0
33.69744300563079,42.278,6.883056e-08,0.0,0.0
33.69702084086536,42.278,6.239861e-08,0.0,0.0
33.696591065060446,42.278,6.983464e-08,0.0,0.0
33.69616195895325,42.278,6.456685e-08,0.0,0.0
33.695736253379344,42.278,5.794573e-08,0.0,0.0
33.69535366408687,42.278,5.459879e-08,0.0,0.0
33.69491905575257,42.278,6.332994e-08,0.0,0.0
33.694470750152355,42.278,5.414768e-08,0.0,0.0
33.69405398474164,42.278,5.077163e-08,0.0,0.0
33.6936175400001,42.278,5.413312e-08,0.0,0.0
33.69322763624101,42.278,4.662434e-08,0.0,0.0
33.69281659705149,42.278,6.00121e-08,0.0,0.0
33.69239168752093,42.278,5.797483e-08,0.0,0.0
33.69196736283865,42.278,5.301263e-08,0.0,0.0
33.691545457595964,42.278,4.873436e-08,0.0,0.0
33.69113332179979,42.278,6.210757e-08,0.0,0.0
33.69070410942204,42.278,6.456685e-08,0.0,0.0
33.690289311529945,42.278,7.019844e-08,0.0,0.0
33.68989580326914,42.278,6.590562e-08,0.0,0.0
33.689452516058495,42.278,6.04341e-08,0.0,0.0
33.68904554176289,42.278,6.204937e-08,0.0,0.0
33.688637033524444,42.278,7.190101e-08,0.0,0.0
33.68821081421758,42.278,7.366179e-08,0.0,0.0
33.68779994259117,42.278,7.211929e-08,0.0,0.0
33.68740035741235,42.278,6.660412e-08,0.0,0.0
33.68697132091093,42.278,6.567279e-08,0.0,0.0
33.68657712685833,42.278,7.261406e-08,0.0,0.0
33.686145373379354,42.278,7.665949e-08,0.0,0.0
33.68571973055083,42.278,6.992195e-08,0.0,0.0
33.68529678696234,42.278,6.408663e-08,0.0,0.0
33.684875847908096,42.278,6.756454e-08,0.0,0.0
33.68447104899081,42.278,7.083872e-08,0.0,0.0
33.684045159438185,42.278,7.13917e-08,0.0,0.0
33.6835909611526,42.278,7.002382e-08,0.0,0.0
33.68319644472621,42.278,6.506161e-08,0.0,0.0
33.68277582968889,42.278,6.979099e-08,0.0,0.0
33.68235685732171,42.278,7.29342e-08,0.0,0.0
33.68195997352564,42.278,7.150811e-08,0.0,0.0
33.68153272623699,42.278,6.429036e-08,0.0,0.0
33.6811003663818,42.278,6.190385e-08,0.0,0.0
33.680670803881085,42.278,6.481423e-08,0.0,0.0
33.68027428646292,42.278,7.454946e-08,0.0,0.0
33.67987047087934,42.278,6.509072e-08,0.0,0.0
33.67944204451152,42.278,6.682239e-08,0.0,0.0
33.679045053609244,42.278,5.915354e-08,0.0,0.0
33.67860894755,42.278,6.463961e-08,0.0,0.0
33.67818418745475,42.278,6.271875e-08,0.0,0.0
33.677773546990515,42.278,5.638867e-08,0.0,0.0
33.6773678881403,42.278,5.440961e-08,0.0,0.0
33.67693502263813,42.278,5.500624e-08,0.0,0.0
33.67654114347723,42.278,5.110633e-08,0.0,0.0
33.67610894846931,42.278,5.614129e-08,0.0,0.0
33.67568696717426,42.278,5.197944e-08,0.0,0.0
33.6752640653191,42.278,5.030597e-08,0.0,0.0
33.67487003243529,42.278,5.069887e-08,0.0,0.0
33.67441457698902,42.278,5.900802e-08,0.0,0.0
33.67402097669145,42.278,5.931361e-08,0.0,0.0
33.67357863562351,42.278,5.494803e-08,0.0,0.0
33.67315586111598,42.278,5.018956e-08,0.0,0.0
33.67275012752788,42.278,5.47152e-08,0.0,0.0
33.67235297842128,42.278,5.555921e-08,0.0,0.0
33.67189116358271,42.278,5.193579e-08,0.0,0.0
33.67148689741882,42.278,4.74829e-08,0.0,0.0
33.67106355742996,42.278,5.142647e-08,0.0,0.0
33.670629591598804,42.278,4.997128e-08,0.0,0.0
33.67023387562774,42.278,5.008769e-08,0.0,0.0
33.66983089335256,42.278,4.620233e-08,0.0,0.0
33.669404792412195,42.278,5.173206e-08,0.0,0.0
33.66899037121741,42.278,5.173206e-08,0.0,0.0
33.66857836671183,42.278,6.200571e-08,0.0,0.0
33.66815291429357,42.278,6.484333e-08,0.0,0.0
33.667733837955296,42.278,6.551272e-08,0.0,0.0
33.66735683053611,42.278,6.146729e-08,0.0,0.0
33.666924299520225,42.278,6.344635e-08,0.0,0.0
33.66647821182144,42.278,6.085611e-08,0.0,0.0
33.666070399456615,42.278,6.65168e-08,0.0,0.0
33.665673368902816,42.278,5.903712e-08,0.0,0.0
33.66525819759645,42.278,6.142363e-08,0.0,0.0
33.66483244777618,42.278,5.697075e-08,0.0,0.0
33.66441288754009,42.278,5.775655e-08,0.0,0.0
33.663978065564194,42.278,5.797483e-08,0.0,0.0
33.663544010771275,42.278,6.139453e-08,0.0,0.0
33.663109775606124,42.278,6.682239e-08,0.0,0.0
33.66271745579031,42.278,6.475602e-08,0.0,0.0
33.66230756224549,42.278,6.782648e-08,0.0,0.0
33.66188072944116,42.278,6.613845e-08,0.0,0.0
33.66144748734678,42.278,6.768096e-08,0.0,0.0
33.661030993381154,42.278,6.641494e-08,0.0,0.0
33.66061878629778,42.278,6.165646e-08,0.0,0.0
33.66020300705088,42.278,6.57019e-08,0.0,0.0
33.65979630539046,42.278,6.041955e-08,0.0,0.0
